parameter1,parameter2,parameter3
4.89922947,1.992567739,11.43456877
5.02410104,2.469527062,11.14174688
5.001380592,2.964434927,10.81559166
4.993941546,2.548342965,11.02347952
5.085582624,2.806159552,11.06742188
4.989343706,2.799537681,11.43780635
4.891071105,1.991982656,11.29460129
5.072560031,2.247567504,11.68539891
4.879016149,1.757673758,11.7346119
4.928969823,2.125039237,11.85612397
4.964522084,2.325700376,11.74682727
5.03266531,2.49937315,11.56473409
5.003173751,2.170582611,11.72097174
5.077022587,1.702608918,11.85573951
5.287440225,1.944841791,12.08230626
5.358203935,2.142967812,11.49077912
5.482805372,2.253349466,11.62445394
5.31377959,2.110282225,11.71890003
5.234053748,3.418943245,11.68208721
5.263813931,3.427935707,11.89446642
5.263813931,3.427935707,11.89446642
5.220240761,3.338495104,11.9277719
5.217710254,3.117088605,11.37720856
5.217710254,3.117088605,11.37720856
5.221579256,3.186776849,11.42175664
5.223193307,4.343954937,11.16231886
5.140360198,3.093984992,11.05219439
5.140360198,3.093984992,11.05219439
5.140360198,3.093984992,11.05219439
5.138153717,2.274072091,10.89881672
5.138153717,2.274072091,10.89881672
5.140300652,3.224219226,10.46832917
5.140300652,3.224219226,10.46832917
5.140300652,3.224219226,10.46832917
5.140300652,3.224219226,10.46832917
5.140300652,3.224219226,10.46832917
5.140300652,3.224219226,10.46832917
5.123678764,2.692095798,10.74811836
5.111620561,1.881959958,10.71407981
5.111620561,1.881959958,10.71407981
5.163911554,1.467060053,10.54838564
5.199740478,1.151032561,10.44061599
5.145065044,1.959818104,9.917467061
5.142783009,1.711751921,9.859010544
5.142783009,1.711751921,9.859010544
5.083210731,1.284468016,10.21862474
5.083210731,1.284468016,10.21862474
5.030230117,1.268648299,10.38025849
4.954853572,1.292408517,10.19278111
4.897815288,0.927294595,10.25818458
5.029985499,0.532609528,10.27482017
4.920210504,0.893464113,10.38052731
4.984062428,0.065570458,10.54497139
4.984062428,0.065570458,10.54497139
4.984062428,0.065570458,10.54497139
4.984062428,0.065570458,10.54497139
4.94469192,-0.206766314,10.86579434
4.980930089,0.306498208,11.25536407
4.93604028,-0.211565462,11.57065225
5.003244284,-0.583372911,11.62442528
4.920245566,-1.02990465,11.72797608
4.95928041,-1.177262768,11.3512311
4.99787707,-1.383139355,11.56582558
4.919612403,-0.857489774,11.43510337
4.976294487,-0.863129049,11.42734278
5.079396966,-0.67606684,11.58750396
5.00591707,-0.444718294,11.89141034
5.081564686,-0.202592771,12.06638957
5.167785092,-0.08201782,11.77124745
5.136978322,-0.767844884,11.65316788
5.018746523,-1.488349911,11.81537694
5.072066,-1.940081771,11.65602837
5.072066,-1.940081771,11.65602837
5.157261899,-2.532515223,11.29341523
5.157261899,-2.532515223,11.29341523
5.271624098,-2.150321944,11.42144413
5.271624098,-2.150321944,11.42144413
5.377102684,-1.880097417,11.23919733
5.318858615,-3.136839281,11.77563802
5.180693677,-3.071516392,11.19022802
5.27030421,-2.934263075,11.36417497
5.268477463,-2.956447954,11.61178743
5.268477463,-2.956447954,11.61178743
5.268477463,-2.956447954,11.61178743
5.168520928,-3.129592807,11.88202177
5.094116856,-3.634489654,11.76533441
5.113902928,-3.428933956,11.85438776
5.113902928,-3.428933956,11.85438776
5.241481238,-3.161763075,11.84222344
5.407771791,-2.571107841,11.95071977
5.410392573,-2.333996168,11.18748512
5.357648193,-1.990727134,11.66978895
5.308103223,-1.947638181,11.64894424
5.478736619,-1.256649173,11.67082508
5.47717668,-1.505690449,11.28739282
5.525234458,-1.507865963,11.78877955
5.329204556,-1.599002454,11.29311193
5.320088542,-1.856406426,12.06326177
5.320088542,-1.856406426,12.06326177
5.323610022,-1.097423009,12.11604841
5.323610022,-1.097423009,12.11604841
5.011235778,-0.669817101,12.43078862
5.037326828,-0.671789745,12.05634495
5.154615022,-0.825450291,12.41917245
5.037571839,-1.70613,12.53190213
5.036840658,-1.79794895,12.4018536
5.197699494,-1.405579239,12.68742507
4.97620856,-1.357813923,12.52703401
4.97620856,-1.357813923,12.52703401
5.143324163,-2.168548668,12.43021998
5.143324163,-2.168548668,12.43021998
5.019914835,-2.56222115,12.09346062
5.020188387,-1.78559439,11.98734051
5.011895904,-1.082735215,12.41913491
5.053812895,-1.439200197,12.04735115
5.121127392,-1.983090467,12.25522482
5.121127392,-1.983090467,12.25522482
5.049260151,-2.076946694,12.18060293
5.162077764,-1.538326159,11.54021958
5.162077764,-1.538326159,11.54021958
5.062720159,-1.548419775,10.8417764
4.936638115,-1.996387512,10.9097292
4.936638115,-1.996387512,10.9097292
4.788482862,-2.362441641,10.81215079
4.788482862,-2.362441641,10.81215079
4.915769233,-2.804695003,11.08913953
4.915769233,-2.804695003,11.08913953
4.973998101,-2.274414273,11.0052801
4.955151385,-1.615265664,11.02674368
4.974217893,-0.839834858,11.02109462
4.974217893,-0.839834858,11.02109462
4.864872898,-1.392529801,11.48281556
4.81168518,-1.028778709,11.83259403
4.81168518,-1.028778709,11.83259403
4.814322447,-0.352393801,11.79200559
4.866208501,-0.598750369,11.61760976
4.869113224,-0.988851647,11.18362915
4.869113224,-0.988851647,11.18362915
4.920252253,-0.262929736,11.21988601
4.736882128,0.149314281,11.00337746
4.815009361,0.135240394,11.36631228
4.828391299,-0.034437679,11.48356023
4.828391299,-0.034437679,11.48356023
4.972766557,-0.43668802,11.67593227
5.091861602,-0.890044821,11.11118332
5.093534006,-1.01675526,10.74992887
4.959142014,-1.299388597,10.74508281
4.955010713,-0.924814272,10.72268191
4.892896528,-0.529657328,11.17451372
4.892896528,-0.529657328,11.17451372
4.870045223,-0.439589342,11.24401073
4.979005271,-1.120817175,11.61146909
5.002235725,-1.152489597,11.63449248
4.988440238,-0.50563318,11.43354115
4.988440238,-0.50563318,11.43354115
5.124610474,-0.408882766,11.46182422
5.077261245,-0.170958228,11.71283453
4.91925192,-0.2050086,11.84043754
5.081660588,-0.048702492,11.81796586
4.983776663,-0.78722349,11.46705071
5.041464303,-0.886628542,11.87016434
5.029812563,-1.136926371,12.56510692
4.971711154,-1.418821159,11.9962762
4.802664074,-1.074695656,12.25243512
4.791540276,-0.940884637,12.16722524
4.69681428,-1.472158375,11.9472977
4.717981084,-0.794341922,12.16458004
4.784665444,-0.985739174,12.00968423
4.865713204,-1.664763962,12.01972643
4.865713204,-1.664763962,12.01972643
4.746462507,-1.737945915,11.86623122
4.826622613,-1.520243328,12.1960433
4.955073866,-0.896289489,11.8059417
4.962796627,-0.18452859,11.55504883
4.997687337,0.147326649,11.02346658
4.887264413,-0.019204653,11.69212878
4.963777047,-0.123742827,11.48939559
4.963777047,-0.123742827,11.48939559
4.87275195,-1.032427264,11.34768594
4.812253975,-0.256386397,11.13103019
4.767904478,0.22157604,10.48718136
4.864854099,0.003544261,10.96509669
4.945821375,0.184357298,10.85974032
4.967266524,-0.242437527,10.91410837
4.932806904,0.817929118,10.54201745
5.050117355,1.24327426,10.64055786
5.088386027,1.777974123,10.74533935
5.154681455,0.819528455,10.66167785
4.920764083,0.235681822,10.73739261
4.894316167,-0.429075075,10.90468204
4.966540133,-0.3634088,10.8188213
4.943233229,0.689088271,11.18514691
4.953440186,1.281038394,11.27058361
4.93989803,1.512638407,11.35347399
4.93989803,1.512638407,11.35347399
4.945764823,1.857507586,10.90328764
4.884987204,1.585130105,11.08179837
4.884987204,1.585130105,11.08179837
4.884987204,1.585130105,11.08179837
4.914330903,2.278548903,11.0416573
4.861295154,2.843364227,11.36645486
4.864440774,2.218424062,11.50181707
4.846862638,2.506185815,11.33421734
4.949118263,3.058885934,11.05761673
4.949118263,3.058885934,11.05761673
4.872837887,2.485662982,11.18153938
4.835332819,2.363897412,10.98529723
4.934192008,2.810607547,11.15121541
4.90240845,3.335583495,10.61316548
4.893958384,3.28751672,10.79862327
4.736729756,2.740079003,10.58537009
4.70838822,2.32850165,10.58795911
4.720936076,2.195714132,10.53547946
4.805758145,2.595302004,10.99295566
4.761185754,2.200913316,11.08894582
4.848215649,2.040165549,11.25199079
5.044207972,2.373689211,11.14009683
5.042677435,2.181368756,11.57850318
4.863211049,2.093574849,11.78488222
4.991478572,1.988897366,12.31546956
5.017673911,1.448413682,12.43261637
5.017673911,1.448413682,12.43261637
5.019160127,1.588376115,12.43650057
5.06363245,1.218529768,12.29296607
5.119675773,1.061676485,12.2499949
5.184746036,0.737103988,12.63817842
5.253790201,0.465620904,12.7063857
5.253790201,0.465620904,12.7063857
5.282821475,0.877316376,13.27083464
5.295252485,1.101486563,13.01039349
5.291877999,1.627162635,12.88703017
5.25207172,1.935866574,12.89947496
5.166802472,2.690950305,12.5493974
5.090126532,2.812541191,12.2828563
5.090126532,2.812541191,12.2828563
5.090126532,2.812541191,12.2828563
5.036907287,3.460314674,12.01657984
5.068053888,2.689691746,12.18601116
4.985810917,3.819311023,12.28385107
4.995223914,3.707201715,11.59407281
4.995223914,3.707201715,11.59407281
4.995223914,3.707201715,11.59407281
4.929377159,3.273649629,11.4716087
5.008565652,3.244558826,11.29629739
4.846799149,2.91079606,11.0610513
4.846799149,2.91079606,11.0610513
4.870747636,1.703138475,11.04534899
4.952127811,2.621627127,11.03624838
4.8839643,3.017161444,10.47818706
4.82974503,2.487869677,10.61886802
4.82974503,2.487869677,10.61886802
4.85450426,1.775421363,10.81669488
4.944423666,1.229748877,11.00880779
4.928017034,0.9434604,11.20036026
5.022841279,1.267289525,11.01446394
4.865621163,0.430309315,10.95339861
4.688992591,1.265269846,11.35156092
4.688992591,1.265269846,11.35156092
4.688992591,1.265269846,11.35156092
4.923778642,1.29686069,11.16848645
4.896864397,1.992952583,10.89588945
4.896864397,1.992952583,10.89588945
4.991803043,1.643751715,10.7165939
4.974090648,1.735058751,11.09135551
4.974090648,1.735058751,11.09135551
4.833628319,1.419899606,11.03444908
4.833628319,1.419899606,11.03444908
4.82147844,1.145087034,11.13983771
4.82147844,1.145087034,11.13983771
5.010128158,0.856729609,11.04932919
5.037863929,-0.361014247,11.10199742
4.91824514,-0.622165852,11.70665479
4.91824514,-0.622165852,11.70665479
5.006971383,-0.571073567,11.54096535
4.953323441,-0.72200096,11.58240942
4.900626997,-0.828096328,11.47491418
4.793420282,-0.627746253,11.76137171
4.767190278,-1.44273506,11.82923891
4.767190278,-1.44273506,11.82923891
4.866694592,-1.48447537,12.21044337
4.866694592,-1.48447537,12.21044337
4.81919988,-1.556201182,12.63263035
4.798002321,-1.388694906,12.59523792
4.798002321,-1.388694906,12.59523792
4.798002321,-1.388694906,12.59523792
4.711644813,-1.295476428,12.72448741
4.762209029,-0.71420323,12.7031483
4.737136323,0.24896923,12.32445151
4.792230054,0.674812953,11.84826128
4.767764557,0.433605976,12.3063155
4.645668501,0.524289479,12.03356827
4.563984543,0.977058447,11.9536435
4.563984543,0.977058447,11.9536435
4.563984543,0.977058447,11.9536435
4.563984543,0.977058447,11.9536435
4.563984543,0.977058447,11.9536435
4.563984543,0.977058447,11.9536435
4.515321268,-0.346494935,12.51765435
4.628592028,-0.422780088,12.69050045
4.688232667,0.060225438,12.84691092
4.692305829,0.262380848,12.91985742
4.876634235,-0.705816568,12.97921618
4.824038289,-1.256730045,12.74013249
4.865951189,-1.722275556,13.11772294
4.906600556,-1.645606011,12.90230388
4.805671193,-2.686954945,12.49488033
4.76916513,-2.053818864,12.66359788
4.902762609,-2.38229242,12.24728092
4.90943299,-2.556111308,12.15980861
4.984415978,-1.655273594,12.24560354
4.93531225,-2.345580338,12.60252144
4.832525256,-2.07030513,13.05785009
4.724376993,-1.853072593,13.1889872
4.772639414,-2.133489919,13.23609781
4.62439817,-2.751650921,13.22369395
4.57256639,-3.2297745,13.18369624
4.66531833,-3.962863306,12.95130039
4.660863743,-3.546320478,12.77707464
4.683861691,-3.784897184,13.57329343
4.683861691,-3.784897184,13.57329343
4.665831163,-3.494915793,13.42378791
4.631068595,-3.423565586,13.14492383
4.583490847,-3.522418518,12.76326904
4.673427068,-2.904073203,12.73901592
4.673427068,-2.904073203,12.73901592
4.673427068,-2.904073203,12.73901592
4.673427068,-2.904073203,12.73901592
4.767573232,-2.946511469,12.68667141
4.714936648,-2.219514561,12.77630141
4.723086192,-2.506059511,13.07113238
4.916467266,-3.511144794,13.13937225
5.031504265,-3.051291369,13.22454144
5.125997711,-3.52818289,13.01694892
4.929604999,-4.078621332,13.21338064
4.903365613,-3.765306627,12.96582065
4.903365613,-3.765306627,12.96582065
4.649621354,-3.431243481,12.96503673
4.649621354,-3.431243481,12.96503673
4.659240213,-3.195690039,13.14590093
4.624954253,-2.689740104,13.0458278
4.624954253,-2.689740104,13.0458278
4.696157287,-2.766477764,12.53566424
4.693306082,-2.994554718,12.55511494
4.653816529,-2.660277015,12.4475405
4.780257021,-2.749762433,12.35086147
4.909408145,-3.507707746,12.43854046
5.032728568,-4.681069283,12.63483623
4.956437922,-4.061648625,13.09095071
4.904904436,-3.908530904,13.24799057
4.936662156,-4.429464687,12.60359824
4.974949147,-4.17206963,12.09783238
5.018895935,-3.848996673,11.92714089
4.959283715,-3.244766407,12.19779528
4.974369643,-2.242480509,11.8601172
4.933548046,-2.773719425,11.39444638
4.912952241,-2.39150616,11.61034808
4.884755016,-3.000756615,11.58232374
4.909606834,-2.61813063,11.67169048
4.871099568,-2.748463985,11.93767613
5.06737556,-1.388429209,12.15186837
4.894770959,-1.71813256,12.31098489
4.998895756,-1.81715144,12.66541715
5.094498479,-2.591054644,12.9570636
4.948324984,-3.056685079,12.57815553
4.948324984,-3.056685079,12.57815553
4.915978279,-2.739578575,12.65692556
4.91413919,-2.820971479,12.69261379
4.734309535,-2.649218438,12.27112082
4.734309535,-2.649218438,12.27112082
4.734309535,-2.649218438,12.27112082
4.751251411,-3.289390885,12.96368371
4.673493257,-2.706173877,12.73015393
4.673493257,-2.706173877,12.73015393
4.713682269,-2.633538416,13.0244486
4.706716128,-1.682631785,12.9540069
4.82509031,-2.838398779,13.10262767
4.82509031,-2.838398779,13.10262767
4.82509031,-2.838398779,13.10262767
4.82509031,-2.838398779,13.10262767
4.805820219,-3.256639807,13.10026325
4.962031847,-3.186146974,13.16283039
4.991404488,-2.208843931,13.26948341
5.026840168,-1.830705316,13.27926991
5.026840168,-1.830705316,13.27926991
4.993627435,-1.53092082,12.82436846
4.820565842,-1.35629326,12.63771032
4.754433163,-1.958259441,12.51142884
4.851428483,-2.344149462,12.07221853
4.851428483,-2.344149462,12.07221853
4.837713754,-2.788812338,11.88502271
4.934550074,-2.961775753,11.65264877
5.112004761,-3.060884535,11.88478407
5.035087306,-3.233298633,11.4235928
5.035087306,-3.233298633,11.4235928
4.909975179,-3.261653863,11.38739709
4.903536085,-2.468902784,11.68155343
4.867167861,-2.148292241,11.47079651
4.79024082,-2.075980885,11.34529669
4.79024082,-2.075980885,11.34529669
4.830257345,-2.255276256,11.0855111
4.731847853,-2.425311491,11.40069399
4.731847853,-2.425311491,11.40069399
4.746255853,-2.881345484,11.07801641
4.746255853,-2.881345484,11.07801641
4.851777346,-2.350629583,10.6404084
4.813816686,-2.044250787,10.75456613
4.894133527,-2.340380475,9.880360708
4.915328476,-2.331446436,10.39868853
5.041763729,-1.803607207,10.06969071
5.046753713,-1.170483565,9.687080221
5.046753713,-1.170483565,9.687080221
5.043554134,-1.674565003,9.95868623
4.98826003,-1.363377555,10.37873413
5.03875861,-1.006148769,10.19858737
4.942328138,-1.043820116,9.601050666
5.038637862,-0.633640863,9.828083539
5.035287931,-0.987758816,9.81114067
5.005580905,-1.551871847,9.922045345
5.005580905,-1.551871847,9.922045345
5.018472202,-1.54517195,10.11213669
5.121672472,-1.96927288,10.24691249
5.293798782,-1.875193061,10.51361617
5.265174417,-2.100490906,10.31798517
5.164388838,-2.63652913,10.45013406
5.096693556,-2.56434975,10.61240515
4.914892316,-1.775195103,10.53099132
5.141063726,-1.75626923,10.39635706
5.131872292,-2.35033882,10.44090579
5.024686046,-2.313033465,10.51137984
4.745851627,-2.49696244,10.80370237
4.709237129,-2.369525844,10.70554494
4.870404912,-2.350754192,10.71125636
4.898251767,-2.445294946,10.79952848
4.898251767,-2.445294946,10.79952848
4.966841758,-2.208977378,10.78836653
4.954813392,-1.68492018,10.83423238
4.875848655,-1.690772874,11.42562159
4.974439644,-1.624258292,11.80382651
4.936077944,-1.995120812,11.8022414
4.915149308,-1.821375546,11.78915509
4.915149308,-1.821375546,11.78915509
4.983327481,-1.196589871,11.38207393
4.864453414,-0.928894363,11.04161594
4.859505438,-1.103272645,11.10858035
4.86730558,-1.752139006,11.00783428
4.892288549,-1.351871959,11.18169452
4.881326108,0.033155159,11.20961751
4.783798179,-0.249758574,11.28394561
4.911029908,0.116178377,11.44750774
4.917872406,0.751084186,12.07791798
4.843376949,0.909077776,11.81429034
4.83264033,-0.309497454,11.87312917
4.736246186,-0.285696744,11.94822192
4.669791216,-0.561993408,12.36050472
4.71781502,-0.873359462,12.63629683
4.785122558,-0.374602537,12.47850605
4.951989842,-0.941946866,12.89139835
5.035700165,-1.163583586,12.55051501
4.971748685,-0.593050785,12.79067938
4.966560677,-0.584749858,12.79722103
4.670453643,-0.736466639,12.99669017
4.593990771,-0.488731463,12.91510726
4.593990771,-0.488731463,12.91510726
4.623072204,0.946658547,12.42324005
4.511933802,2.117115324,13.0717473
4.511933802,2.117115324,13.0717473
4.463237408,2.801548583,13.33130295
4.643091321,2.955003799,13.1169031
4.643091321,2.955003799,13.1169031
4.656460203,3.521287185,13.06577163
4.656460203,3.521287185,13.06577163
4.772111118,3.393347995,13.3972001
4.694990654,4.336391059,13.3365715
4.466964503,4.059236595,13.36507529
4.379570323,3.449651409,13.87875825
4.467207097,3.80331744,13.99319236
4.475569613,4.232838381,14.13137933
4.412735406,3.777722167,13.76963408
4.447153325,3.514787767,13.66369827
4.504214237,3.00806762,13.3230695
4.440015512,2.54529442,13.77584679
4.440015512,2.54529442,13.77584679
4.581099725,2.537578699,13.36657547
4.67040514,2.961261795,13.32145036
4.739934289,3.548390941,13.4891556
4.825930754,2.552673096,13.74552851
4.825930754,2.552673096,13.74552851
4.694742407,1.437771474,13.79974018
4.596601487,2.679246668,13.4240812
4.591551553,2.869463929,13.57725787
4.608318912,3.067977694,13.76055812
4.608318912,3.067977694,13.76055812
4.606811622,2.509475748,13.48651609
4.606811622,2.509475748,13.48651609
4.672410244,1.343802673,13.77693208
4.672410244,1.343802673,13.77693208
4.838559149,1.386670502,14.11845017
4.838559149,1.386670502,14.11845017
4.799389341,0.544893814,13.9659386
4.681204521,0.298166305,13.93216373
4.646984919,0.053510595,13.8056226
4.661001261,0.48559301,14.25432037
4.661001261,0.48559301,14.25432037
4.700754638,-0.3584248,14.28523135
4.727490318,-0.571863017,14.4319332
4.590090427,-0.123739766,14.24282027
4.590090427,-0.123739766,14.24282027
4.556045418,-0.226831553,13.93295362
4.556045418,-0.226831553,13.93295362
4.438937092,0.762033058,13.97798678
4.538050784,0.648060317,14.15331456
4.538050784,0.648060317,14.15331456
4.50613662,0.22260782,13.68218489
4.575180223,-0.920550895,13.81305965
4.607287454,-1.052243892,13.69689028
4.811176187,-1.330278933,13.66614923
4.806584659,-2.066704089,13.65610108
4.806584659,-2.066704089,13.65610108
4.69498563,-2.160741921,13.55271762
4.7872211,-2.374239871,13.37455945
4.736415998,-1.798922977,13.39322284
4.736415998,-1.798922977,13.39322284
4.736415998,-1.798922977,13.39322284
4.703750296,-1.073947754,13.39838259
4.759492864,-1.577036995,13.25898624
4.678539809,-1.817312475,13.48401211
4.678539809,-1.817312475,13.48401211
4.780750479,-2.499213289,13.65169009
4.822091371,-2.546008432,13.70589346
4.822091371,-2.546008432,13.70589346
4.728542553,-1.605769053,14.18407313
4.973041705,-1.444172174,14.3372272
4.991917693,-2.066860795,14.22920055
4.969223852,-1.758251306,14.50981798
4.860542002,-2.450852218,14.45202007
4.921336689,-2.769100054,14.52768848
4.831599224,-3.825399753,14.33603164
4.781147071,-3.762477501,14.25908975
4.696904858,-4.629050375,13.81548941
4.709457115,-4.583040429,14.31740097
4.781326165,-3.960018578,13.9705424
4.89563369,-4.334209747,13.8475881
4.823800439,-4.208636791,13.46022646
4.913564209,-3.560345295,13.56428057
4.780347147,-3.14154289,13.32608135
5.093175091,-3.07599028,13.64258321
4.918591997,-3.054440804,14.00057136
5.013648198,-3.350882729,13.54617247
4.930109976,-2.535369329,13.22823838
4.834165501,-3.382972799,13.20346209
4.809713312,-3.064288296,12.66903871
4.615929971,-2.503512692,12.60519845
4.782044856,-1.937495059,12.68241235
4.777532876,-1.616012481,12.7410525
4.777532876,-1.616012481,12.7410525
4.813515965,-0.858452771,12.67654621
4.790316172,-1.031966366,12.24812295
4.790316172,-1.031966366,12.24812295
4.790051788,-1.176428832,11.89692712
4.710517726,-1.508241455,11.98433211
4.918742812,-1.656618768,11.39963504
5.052259631,-1.8449533,11.40598343
5.074065239,-1.803473977,10.92336871
5.171852849,-1.861741634,10.91743006
5.253624825,-2.159417586,10.94237621
5.358691061,-2.499299159,10.71932878
5.358691061,-2.499299159,10.71932878
5.358691061,-2.499299159,10.71932878
5.411247311,-2.044552975,11.14041165
5.403217155,-1.406231081,11.48147472
5.403217155,-1.406231081,11.48147472
5.367336871,-1.081237777,11.32975652
5.425403484,-1.286163201,11.32703893
5.375972306,-1.160137324,11.42940189
5.3763076,-1.135370725,11.46278004
5.338233445,-1.936525876,11.59164191
5.307068467,-1.648635374,11.2069022
5.307068467,-1.648635374,11.2069022
5.370464495,-1.293251466,11.40065324
5.101085709,-1.559157366,11.24101602
5.218971615,-0.966835195,11.59809812
5.218971615,-0.966835195,11.59809812
5.160361629,-1.55190981,11.65963014
5.036727317,-0.881709656,11.30502293
4.944777636,-1.467398632,11.1662568
4.732013994,-1.861568055,11.13264394
4.732013994,-1.861568055,11.13264394
4.825696252,-2.492582464,11.06051201
4.807449484,-2.429871169,10.58969589
4.807449484,-2.429871169,10.58969589
4.833417709,-2.514194141,10.39508778
4.867688568,-3.44147641,10.60745406
4.730073351,-3.167285853,10.65345665
4.748461864,-2.852249559,11.05985225
4.717114364,-2.638532835,11.76643976
4.664879215,-2.115162359,11.65846306
4.858724116,-2.765542383,11.97573911
4.94037533,-3.114115934,11.90550914
4.867707307,-3.34164973,11.92800515
4.850977483,-3.375803219,12.08837985
4.88393136,-3.815635502,11.68907913
4.898646957,-3.422682851,11.99159985
4.898646957,-3.422682851,11.99159985
4.914255428,-3.44061546,11.26187133
4.845443669,-4.123774383,11.38950355
5.058446296,-4.164799327,10.89252147
5.058446296,-4.164799327,10.89252147
5.097795526,-4.813512085,11.36620986
5.097795526,-4.813512085,11.36620986
5.097795526,-4.813512085,11.36620986
5.069431046,-5.145256081,11.03119131
5.069431046,-5.145256081,11.03119131
5.057942962,-4.700174692,11.37533332
5.05466179,-4.455045899,11.43051874
5.05466179,-4.455045899,11.43051874
5.092624669,-3.565822418,11.12165813
5.200288194,-3.414988097,11.38046397
5.177375329,-3.107780513,11.08712418
5.226531842,-2.243772422,10.87871868
5.185652359,-2.563445395,10.71485612
5.126661573,-2.408513412,10.67728572
4.961302109,-1.658579818,10.88615849
4.961302109,-1.658579818,10.88615849
4.961302109,-1.658579818,10.88615849
4.91669039,-1.921732196,10.98309917
4.91669039,-1.921732196,10.98309917
4.987684851,-2.599547153,10.94197165
4.888333255,-2.396038758,11.33549011
4.821160759,-2.082694201,11.39535995
4.821160759,-2.082694201,11.39535995
4.883548329,-1.801200615,11.33417395
4.883548329,-1.801200615,11.33417395
4.875631644,-1.340232494,11.71336533
4.87095133,-1.508567332,11.91734584
4.736650652,-1.165900778,12.1419591
4.634378783,-0.738983897,12.22110918
4.594150137,-0.375157753,12.42215663
4.56593306,-0.576963005,12.4231263
4.617161206,-1.208725038,12.90232479
4.617161206,-1.208725038,12.90232479
4.67582252,-1.094725849,12.78576478
4.62673863,-1.721060396,12.97013265
4.765988199,-1.658053939,13.2557006
4.880098068,-1.990566286,13.2577107
4.955753021,-1.631769113,13.07436119
4.835683775,0.012680766,12.90051512
4.897297495,-0.275044237,12.34510845
4.789751935,-0.161959782,12.41356871
4.648633766,-0.585440371,12.58859373
4.650655983,-0.777394793,12.76819417
4.54166792,-0.791137502,12.584274
4.747220175,0.019536901,12.71575841
4.753449268,-0.259594996,13.36494497
4.848065596,0.318375435,13.3654633
4.848065596,0.318375435,13.3654633
4.737081346,0.309755523,13.57244409
4.841219529,0.246162898,13.63962857
4.730571706,0.875149027,13.85385235
4.86287479,1.106837316,13.81622523
4.708016438,1.169218321,13.18702618
4.674105655,1.542469028,13.18185858
4.77848692,1.965769763,13.43136288
4.77848692,1.965769763,13.43136288
4.857448893,2.279240963,13.41490993
4.687294707,2.33563713,13.5450964
4.673050178,2.052732425,13.35037616
4.779782655,2.339971369,13.21116053
4.874758789,2.820861501,13.25373741
4.81187378,2.710861728,12.74311885
4.736879056,3.610178822,12.42712242
4.697003944,3.87307421,12.2289341
4.697003944,3.87307421,12.2289341
4.774487652,3.692999203,12.08428274
4.774487652,3.692999203,12.08428274
4.714595394,4.267954071,12.05586496
4.568217118,2.989433466,12.02295576
4.568217118,2.989433466,12.02295576
4.568217118,2.989433466,12.02295576
4.568217118,2.989433466,12.02295576
4.551658803,2.865655824,12.1309848
4.523085404,2.893990764,12.18978703
4.505662047,2.927360968,11.91780753
4.505662047,2.927360968,11.91780753
4.399600623,2.315896911,12.21274781
4.399600623,2.315896911,12.21274781
4.467480257,2.517638153,12.38003147
4.37202819,2.518855086,11.89314253
4.293799042,2.063879306,11.77990372
4.414839082,2.072907917,11.78365771
4.399376153,0.596939817,11.84765254
4.431023301,-0.198947654,12.05202266
4.491616775,-1.138306612,12.11616764
4.459402025,-1.392466916,12.56507515
4.31064552,-0.956308476,12.13846252
4.341897996,-1.385127828,12.38566661
4.341897996,-1.385127828,12.38566661
4.418510477,-1.421086316,12.53002604
4.418510477,-1.421086316,12.53002604
4.42480302,-1.108687905,12.10811094
4.42480302,-1.108687905,12.10811094
4.481218629,-1.096827182,12.159334
4.481218629,-1.096827182,12.159334
4.481218629,-1.096827182,12.159334
4.556746328,-1.084330328,12.24603296
4.580295742,-1.537477298,12.38117308
4.61093692,-1.94369628,12.31783192
4.56954764,-1.605681148,12.64235379
4.555805622,-1.22414177,12.37935066
4.555805622,-1.22414177,12.37935066
4.555805622,-1.22414177,12.37935066
4.560287282,-0.57642555,12.24469093
4.575211155,-1.023711471,12.2848415
4.488166457,-1.251933811,11.97582944
4.446977641,-1.500781134,12.15654448
4.446977641,-1.500781134,12.15654448
4.420346928,-1.215175699,11.95607993
4.433528582,-0.333085226,11.56790572
4.433528582,-0.333085226,11.56790572
4.585891749,-0.417635596,11.61646873
4.656082975,-0.879136702,11.49964235
4.656082975,-0.879136702,11.49964235
4.903039475,-1.152554774,11.84028138
4.880581612,-0.817628328,11.63819572
4.886885332,-1.008890834,12.0417552
4.979475284,-1.037211396,11.94525062
4.979475284,-1.037211396,11.94525062
5.062602461,-1.149714226,12.07887231
5.216915017,-0.817307988,12.04744046
5.216915017,-0.817307988,12.04744046
5.25237488,-0.634193953,12.21836915
5.227689863,-0.107808974,12.04451271
5.143353947,-0.075047451,12.31779161
5.134667587,0.576789167,12.38670322
5.163909495,0.839313848,12.19213404
5.173915446,0.741772069,12.04898365
5.08274287,0.40135768,12.0478579
4.989383324,0.912626912,11.43994413
4.973115312,1.201273792,11.89748048
4.973115312,1.201273792,11.89748048
4.912721736,1.128640074,11.78657049
4.945075353,1.509908688,11.98631974
4.792787112,2.005921339,12.04924446
4.886654682,1.893257377,11.36201207
4.886654682,1.893257377,11.36201207
4.936874548,2.412784795,11.51187294
5.130178843,1.651948273,11.2261843
5.07736949,2.183802794,11.10641641
5.151876844,2.111876875,11.46360245
5.151876844,2.111876875,11.46360245
5.071596615,2.24514073,11.50587149
